"","Date","Year","Month","Country","Reef_name","Site_name","Reef_zone","N","W","Data collector","Dive","Methodology","Transect","Microhabitat_No","Microhabitat_label","Field_component_ID","Group_Classification(ImageID)","Specific_group_description","Scientific_name","SubMH_Comp1","SubMH_Comp2","SubMH_Comp3","SubMH_Comp4","SubMH_Comp5","SubMH_Comp6","SubMH_Comp7","Fish_catched","Notes"
"1","45160","2023",8,"Mexico","Blanquilla","BLNQ001","Back","19.222670000000001",-96.09687,"Kyra Cipolla","D1","Roving Quadrant","Q","Mh001","2023.8_BLNQ001_Mh001","Cave","Cave","Cave",NA,NA,NA,NA,NA,NA,NA,NA,6,NA
"2","45160","2023",8,"Mexico","Blanquilla","BLNQ001","Back","19.222670000000001",-96.09687,"Kyra Cipolla","D1","Roving Quadrant","Q","Mh002","2023.8_BLNQ001_Mh002","Sponge","Sponge",NA,"Neopetrosia subtriangularis",NA,NA,NA,NA,NA,NA,NA,4,NA
"3","45160","2023",8,"Mexico","Blanquilla","BLNQ001","Back","19.222670000000001",-96.09687,"Kyra Cipolla","D1","Roving Quadrant","Q","Mh003","2023.8_BLNQ001_Mh003","Sand","Sand","Sand",NA,NA,NA,NA,NA,NA,NA,NA,6,NA
"4","45160","2023",8,"Mexico","Blanquilla","BLNQ001","Back","19.222670000000001",-96.09687,"Kyra Cipolla","D1","Roving Quadrant","Q","Mh004","2023.8_BLNQ001_Mh004","Coral","Scleractinian coral","Boulder coral","Montastrea cavernosa",NA,NA,NA,NA,NA,NA,NA,2,NA
"5","45160","2023",8,"Mexico","Blanquilla","BLNQ001","Back","19.222670000000001",-96.09687,"Kyra Cipolla","D1","Roving Quadrant","Q","Mh005","2023.8_BLNQ001_Mh005","Sponge","Sponge","Vase sponge","Neofibularia nolitangere",NA,NA,NA,NA,NA,NA,NA,2,NA
"6","45160","2023",8,"Mexico","Blanquilla","BLNQ001","Back","19.222670000000001",-96.09687,"Kyra Cipolla","D1","Roving Quadrant","Q","Mh006","2023.8_BLNQ001_Mh006","Algae","Turf","Turf algae",NA,NA,NA,NA,NA,NA,NA,NA,3,NA
"7","45160","2023",8,"Mexico","Blanquilla","BLNQ001","Back","19.222670000000001",-96.09687,"Kyra Cipolla","D1","Roving Quadrant","Q","Mh007","2023.8_BLNQ001_Mh007","Coral","Scleractinian coral",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"8","45160","2023",8,"Mexico","Blanquilla","BLNQ001","Back","19.222670000000001",-96.09687,"Mariana R-Higueras","D1","Roving Quadrant","Q","Mh009","2023.8_BLNQ001_Mh009","Sponge","Sponge","Vase sponge","Callyspongia vaginalis",NA,NA,NA,NA,NA,NA,NA,3,NA
"9","45160","2023",8,"Mexico","Blanquilla","BLNQ001","Back","19.222670000000001",-96.09687,"Mariana R-Higueras","D1","Roving Quadrant","Q","Mh010","2023.8_BLNQ001_Mh010","Sponge","Sponge","Branching sponge","Axinella morchella",NA,NA,NA,NA,NA,NA,NA,3,NA
"10","45160","2023",8,"Mexico","Blanquilla","BLNQ001","Back","19.222670000000001",-96.09687,"Mariana R-Higueras","D1","Roving Quadrant","Q","Mh011","2023.8_BLNQ001_Mh011","Cave","Cave","Cave",NA,NA,NA,NA,NA,NA,NA,NA,5,NA
"11","45160","2023",8,"Mexico","Blanquilla","BLNQ001","Back","19.222670000000001",-96.09687,"Mariana R-Higueras","D1","Roving Quadrant","Q","Mh012","2023.8_BLNQ001_Mh012","Coral","Scleractinian coral","Boulder coral","Montastrea cavernosa",NA,NA,NA,NA,NA,NA,NA,3,NA
"12","45160","2023",8,"Mexico","Blanquilla","BLNQ001","Back","19.222670000000001",-96.09687,"Mariana R-Higueras","D1","Roving Quadrant","Q","Mh013","2023.8_BLNQ001_Mh013","Death coral","Dead coral","Death coral",NA,NA,NA,NA,NA,NA,NA,NA,5,NA
"13","45160","2023",8,"Mexico","Blanquilla","BLNQ001","Back","19.222670000000001",-96.09687,"Mariana R-Higueras","D1","Roving Quadrant","Q","Mh014","2023.8_BLNQ001_Mh014","Cave","Cave","Cave",NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"14","45160","2023",8,"Mexico","Blanquilla","BLNQ001","Back","19.222670000000001",-96.09687,"Mariana R-Higueras","D1","Roving Quadrant","Q","Mh015","2023.8_BLNQ001_Mh015","Coral","Scleractinian coral","Brain coral","Pseudodiploria strigosa",NA,NA,NA,NA,NA,NA,NA,7,NA
"15","45169","2023",8,"Mexico","Anegada de Adentro","Doce_metros","Back","19.22064",-96.05063,"Eloisa Torres","D1","Roving Quadrant","Q","Mh241","2023.8_Doce_metros_Mh241","Cave","Cave","Cave",NA,NA,NA,NA,NA,NA,NA,NA,8,NA
"16","45169","2023",8,"Mexico","Anegada de Adentro","Doce_metros","Back","19.22064",-96.05063,"Eloisa Torres","D1","Roving Quadrant","Q","Mh248","2023.8_Doce_metros_Mh248","Cave","Cave","Cave",NA,NA,NA,NA,NA,NA,NA,NA,6,NA
"17","45169","2023",8,"Mexico","Anegada de Adentro","Doce_metros","Back","19.22064",-96.05063,"Eloisa Torres","D1","Roving Quadrant","Q","Mh240","2023.8_Doce_metros_Mh240","Cave","Cave","Cave",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"18","45169","2023",8,"Mexico","Anegada de Adentro","Doce_metros","Back","19.22064",-96.05063,"Eloisa Torres","D1","Roving Quadrant","Q","Mh247","2023.8_Doce_metros_Mh247","Sponge","Sponge",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"19","45169","2023",8,"Mexico","Anegada de Adentro","Doce_metros","Back","19.22064",-96.05063,"Eloisa Torres","D1","Roving Quadrant","Q","Mh239","2023.8_Doce_metros_Mh239","Cave","Cave","Cave",NA,NA,NA,NA,NA,NA,NA,NA,3,NA
"20","45169","2023",8,"Mexico","Anegada de Adentro","Doce_metros","Back","19.22064",-96.05063,"Eloisa Torres","D1","Roving Quadrant","Q","Mh242","2023.8_Doce_metros_Mh242","Sponge","Sponge",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"21","45169","2023",8,"Mexico","Anegada de Adentro","El_Ancla","Front","19.223179999999999",-96.0478,"Eloisa Torres","D2","Roving Quadrant","Q","Mh244","2023.8_El_Ancla_Mh244","Cave","Cave","Cave",NA,NA,NA,NA,NA,NA,NA,NA,2,NA
"22","45169","2023",8,"Mexico","Anegada de Adentro","El_Ancla","Front","19.223179999999999",-96.0478,"Eloisa Torres","D2","Roving Quadrant","Q","Mh245","2023.8_El_Ancla_Mh245","Sponge","Sponge",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"23","45169","2023",8,"Mexico","Anegada de Adentro","El_Ancla","Front","19.223179999999999",-96.0478,"Eloisa Torres","D2","Roving Quadrant","Q","Mh246","2023.8_El_Ancla_Mh246","Sponge","Sponge",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"24","45169","2023",8,"Mexico","Anegada de Adentro","Doce_metros","Back","19.22064",-96.05063,"Philip Souza","D1","Roving Quadrant","Q","Mh211","2023.8_Doce_metros_Mh211","Coral","Scleractinian coral","Brain coral","Pseudodiploria strigosa",NA,NA,NA,NA,NA,NA,NA,2,NA
"25","45169","2023",8,"Mexico","Anegada de Adentro","Doce_metros","Back","19.22064",-96.05063,"Philip Souza","D1","Roving Quadrant","Q","Mh212","2023.8_Doce_metros_Mh212","Coral","Scleractinian coral","Boulder coral","Orbicella faveolata",NA,NA,NA,NA,NA,NA,NA,0,NA
"26","45169","2023",8,"Mexico","Anegada de Adentro","Doce_metros","Back","19.22064",-96.05063,"Philip Souza","D1","Roving Quadrant","Q","Mh213","2023.8_Doce_metros_Mh213","Coral","Scleractinian coral","Brain coral","Colpophyllia natans",NA,NA,NA,NA,NA,NA,NA,6,NA
"27","45169","2023",8,"Mexico","Anegada de Adentro","Doce_metros","Back","19.22064",-96.05063,"Philip Souza","D1","Roving Quadrant","Q","Mh214","2023.8_Doce_metros_Mh214","Coral","Scleractinian coral","Boulder coral","Montastrea cavernosa",NA,NA,NA,NA,NA,NA,NA,2,NA
"28","45169","2023",8,"Mexico","Anegada de Adentro","Doce_metros","Back","19.22064",-96.05063,"Philip Souza","D1","Roving Quadrant","Q","Mh215","2023.8_Doce_metros_Mh215","Coral","Scleractinian coral","Boulder coral","Orbicella faveolata",NA,NA,NA,NA,NA,NA,NA,0,NA
"29","45169","2023",8,"Mexico","Anegada de Adentro","Doce_metros","Back","19.22064",-96.05063,"Philip Souza","D1","Roving Quadrant","Q","Mh216","2023.8_Doce_metros_Mh216","Coral","Scleractinian coral","Brain coral","Colpophyllia natans",NA,NA,NA,NA,NA,NA,NA,0,NA
"30","45169","2023",8,"Mexico","Anegada de Adentro","Doce_metros","Back","19.22064",-96.05063,"Philip Souza","D1","Roving Quadrant","Q","Mh217","2023.8_Doce_metros_Mh217","Coral","Scleractinian coral","Brain coral","Pseudodiploria strigosa",NA,NA,NA,NA,NA,NA,NA,4,NA
"31","45169","2023",8,"Mexico","Anegada de Adentro","Doce_metros","Back","19.22064",-96.05063,"Philip Souza","D1","Roving Quadrant","Q","Mh218","2023.8_Doce_metros_Mh218","Coral","Scleractinian coral","Brain coral","Colpophyllia natans",NA,NA,NA,NA,NA,NA,NA,1,NA
"32","45169","2023",8,"Mexico","Anegada de Adentro","Doce_metros","Back","19.22064",-96.05063,"Philip Souza","D1","Roving Quadrant","Q","Mh219","2023.8_Doce_metros_Mh219","Coral","Scleractinian coral","Brain coral","Colpophyllia natans",NA,NA,NA,NA,NA,NA,NA,5,NA
"33","45169","2023",8,"Mexico","Anegada de Adentro","Doce_metros","Back","19.22064",-96.05063,"Philip Souza","D1","Roving Quadrant","Q","Mh220","2023.8_Doce_metros_Mh220","Coral","Scleractinian coral","Brain coral","Colpophyllia natans",NA,NA,NA,NA,NA,NA,NA,2,NA
"34","45169","2023",8,"Mexico","Anegada de Adentro","El_Ancla","Front","19.223179999999999",-96.0478,"Montserrat Pouchoulen","D2","Roving Quadrant","Q","Mh269","2023.8_El_Ancla_Mh269","Cave","Cave","Cave",NA,NA,NA,NA,NA,NA,NA,NA,3,NA
"35","45169","2023",8,"Mexico","Anegada de Adentro","El_Ancla","Front","19.223179999999999",-96.0478,"Montserrat Pouchoulen","D2","Roving Quadrant","Q","Mh270","2023.8_El_Ancla_Mh270","Cave","Cave","Cave",NA,NA,NA,NA,NA,NA,NA,NA,5,NA
"36","45169","2023",8,"Mexico","Anegada de Adentro","El_Ancla","Front","19.223179999999999",-96.0478,"Montserrat Pouchoulen","D2","Roving Quadrant","Q","Mh271","2023.8_El_Ancla_Mh271","Cave","Cave","Cave",NA,NA,NA,NA,NA,NA,NA,NA,6,NA
"37","45169","2023",8,"Mexico","Anegada de Adentro","El_Ancla","Front","19.223179999999999",-96.0478,"Montserrat Pouchoulen","D2","Roving Quadrant","Q","Mh272","2023.8_El_Ancla_Mh272","Cave","Cave","Cave",NA,NA,NA,NA,NA,NA,NA,NA,4,NA
"38","45169","2023",8,"Mexico","Anegada de Adentro","El_Ancla","Front","19.223179999999999",-96.0478,"Montserrat Pouchoulen","D2","Roving Quadrant","Q","Mh273","2023.8_El_Ancla_Mh273","Cave","Cave","Cave",NA,NA,NA,NA,NA,NA,NA,NA,3,NA
"39","45169","2023",8,"Mexico","Anegada de Adentro","El_Ancla","Front","19.223179999999999",-96.0478,"Montserrat Pouchoulen","D2","Roving Quadrant","Q","Mh274","2023.8_El_Ancla_Mh274","Cave","Cave","Cave",NA,NA,NA,NA,NA,NA,NA,NA,6,NA
"40","45169","2023",8,"Mexico","Anegada de Adentro","El_Ancla","Front","19.223179999999999",-96.0478,"Montserrat Pouchoulen","D2","Roving Quadrant","Q","Mh275","2023.8_El_Ancla_Mh275","Cave","Cave","Cave",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"41","45169","2023",8,"Mexico","Anegada de Adentro","El_Ancla","Front","19.223179999999999",-96.0478,"Montserrat Pouchoulen","D2","Roving Quadrant","Q","Mh276","2023.8_El_Ancla_Mh276","Cave","Cave","Cave",NA,NA,NA,NA,NA,NA,NA,NA,4,NA
"42","45169","2023",8,"Mexico","Anegada de Adentro","El_Ancla","Front","19.223179999999999",-96.0478,"Montserrat Pouchoulen","D2","Roving Quadrant","Q","Mh277","2023.8_El_Ancla_Mh277","Cave","Cave","Cave",NA,NA,NA,NA,NA,NA,NA,NA,3,NA
"43","45169","2023",8,"Mexico","Anegada de Adentro","El_Ancla","Front","19.223179999999999",-96.0478,"Montserrat Pouchoulen","D2","Roving Quadrant","Q","Mh260","2023.8_El_Ancla_Mh260","Cave","Cave","Cave",NA,NA,NA,NA,NA,NA,NA,NA,3,NA
"44","45169","2023",8,"Mexico","Anegada de Adentro","Doce_metros","Back","19.22064",-96.05063,"Mariana R-Higueras","D1","Roving Quadrant","Q","Mh183","2023.8_Doce_metros_Mh183","Sponge","Sponge","Vase sponge","Callyspongia vaginalis",NA,NA,NA,NA,NA,NA,NA,0,NA
"45","45169","2023",8,"Mexico","Anegada de Adentro","Doce_metros","Back","19.22064",-96.05063,"Mariana R-Higueras","D1","Roving Quadrant","Q","Mh279","2023.8_Doce_metros_Mh279","Sponge","Sponge","Lobate sponge","Callyspongia vaginalis",NA,NA,NA,NA,NA,NA,NA,0,NA
"46","45169","2023",8,"Mexico","Anegada de Adentro","Doce_metros","Back","19.22064",-96.05063,"Mariana R-Higueras","D1","Roving Quadrant","Q","Mh288","2023.8_Doce_metros_Mh288","Gorgonia","Gorgonia","Gorgonia","Pseudoplexaura sp.",NA,NA,NA,NA,NA,NA,NA,0,NA
"47","45169","2023",8,"Mexico","Anegada de Adentro","Doce_metros","Back","19.22064",-96.05063,"Mariana R-Higueras","D1","Roving Quadrant","Q","Mh091","2023.8_Doce_metros_Mh091","Gorgonia","Gorgonia","Gorgonia","Eucinea sp.",NA,NA,NA,NA,NA,NA,NA,0,NA
"48","45169","2023",8,"Mexico","Anegada de Adentro","Doce_metros","Back","19.22064",-96.05063,"Mariana R-Higueras","D1","Roving Quadrant","Q","Mh287","2023.8_Doce_metros_Mh287","Turf","Turf","Brown algae","Dictyota sp.",NA,NA,NA,NA,NA,NA,NA,1,NA
"49","45169","2023",8,"Mexico","Anegada de Adentro","Doce_metros","Back","19.22064",-96.05063,"Mariana R-Higueras","D1","Roving Quadrant","Q","Mh089","2023.8_Doce_metros_Mh089","Turf","Turf","Brown algae","Dictyota sp.",NA,NA,NA,NA,NA,NA,NA,0,NA
"50","45169","2023",8,"Mexico","Anegada de Adentro","Doce_metros","Back","19.22064",-96.05063,"Mariana R-Higueras","D1","Roving Quadrant","Q","Mh184","2023.8_Doce_metros_Mh184","Sponge","Sponge","Tubular sponge","Aplysina archeri",NA,NA,NA,NA,NA,NA,NA,0,NA
"51","45169","2023",8,"Mexico","Anegada de Adentro","Doce_metros","Back","19.22064",-96.05063,"Mariana R-Higueras","D1","Roving Quadrant","Q","Mh189","2023.8_Doce_metros_Mh189","Sponge","Sponge","Tubular sponge","Callyspongia vaginalis",NA,NA,NA,NA,NA,NA,NA,1,NA
"52","45169","2023",8,"Mexico","Anegada de Adentro","Doce_metros","Back","19.22064",-96.05063,"Mariana R-Higueras","D1","Roving Quadrant","Q","Mh087","2023.8_Doce_metros_Mh087","Sponge","Sponge","Tubular sponge","Callyspongia vaginalis",NA,NA,NA,NA,NA,NA,NA,0,NA
"53","45169","2023",8,"Mexico","Anegada de Adentro","Doce_metros","Back","19.22064",-96.05063,"Mariana R-Higueras","D1","Roving Quadrant","Q","Mh286","2023.8_Doce_metros_Mh286","Rubble","Rubble","Rubble",NA,NA,NA,NA,NA,NA,NA,NA,8,NA
"54","45169","2023",8,"Mexico","Anegada de Adentro","El_Ancla","Front","19.223179999999999",-96.0478,"Mariana R-Higueras","D2","Roving Quadrant","Q","Mh185","2023.8_El_Ancla_Mh185","Cave","Cave","Cave",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"55","45169","2023",8,"Mexico","Anegada de Adentro","El_Ancla","Front","19.223179999999999",-96.0478,"Mariana R-Higueras","D2","Roving Quadrant","Q","Mh259","2023.8_El_Ancla_Mh259","Coral","Scleractinian coral","Brain coral","Colpophyllia natans",NA,NA,NA,NA,NA,NA,NA,0,NA
"56","45169","2023",8,"Mexico","Anegada de Adentro","El_Ancla","Front","19.223179999999999",-96.0478,"Mariana R-Higueras","D2","Roving Quadrant","Q","Mh186","2023.8_El_Ancla_Mh186","Death coral","Dead coral","Death coral",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"57","45169","2023",8,"Mexico","Anegada de Adentro","El_Ancla","Front","19.223179999999999",-96.0478,"Philip Souza","D2","Roving Quadrant","Q","Mh221","2023.8_El_Ancla_Mh221","Death coral","Dead coral","Death coral",NA,NA,NA,NA,NA,NA,NA,NA,3,NA
"58","45169","2023",8,"Mexico","Anegada de Adentro","El_Ancla","Front","19.223179999999999",-96.0478,"Philip Souza","D2","Roving Quadrant","Q","Mh222","2023.8_El_Ancla_Mh222","Death coral","Dead coral","Death coral",NA,NA,NA,NA,NA,NA,NA,NA,6,NA
"59","45169","2023",8,"Mexico","Anegada de Adentro","El_Ancla","Front","19.223179999999999",-96.0478,"Philip Souza","D2","Roving Quadrant","Q","Mh223","2023.8_El_Ancla_Mh223","Death coral","Dead coral","Death coral",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"60","45169","2023",8,"Mexico","Anegada de Adentro","El_Ancla","Front","19.223179999999999",-96.0478,"Philip Souza","D2","Roving Quadrant","Q","Mh224","2023.8_El_Ancla_Mh224","Death coral","Dead coral","Death coral",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"61","45169","2023",8,"Mexico","Anegada de Adentro","El_Ancla","Front","19.223179999999999",-96.0478,"Philip Souza","D2","Roving Quadrant","Q","Mh225","2023.8_El_Ancla_Mh225","Death coral","Dead coral","Death coral",NA,NA,NA,NA,NA,NA,NA,NA,5,NA
"62","45169","2023",8,"Mexico","Anegada de Adentro","El_Ancla","Front","19.223179999999999",-96.0478,"Philip Souza","D2","Roving Quadrant","Q","Mh226","2023.8_El_Ancla_Mh226","Death coral","Dead coral","Death coral",NA,NA,NA,NA,NA,NA,NA,NA,3,NA
"63","45169","2023",8,"Mexico","Anegada de Adentro","El_Ancla","Front","19.223179999999999",-96.0478,"Philip Souza","D2","Roving Quadrant","Q","Mh227","2023.8_El_Ancla_Mh227","Death coral","Dead coral","Death coral",NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"64","45169","2023",8,"Mexico","Anegada de Adentro","El_Ancla","Front","19.223179999999999",-96.0478,"Philip Souza","D2","Roving Quadrant","Q","Mh228","2023.8_El_Ancla_Mh228","Death coral","Dead coral","Turf algae",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"65","45169","2023",8,"Mexico","Anegada de Adentro","Doce_metros","Back","19.22064",-96.05063,"Montserrat Pouchoulen","D1","Roving Quadrant","Q","Mh249","2023.8_Doce_metros_Mh249","Cave","Cave","Cave",NA,NA,NA,NA,NA,NA,NA,NA,6,NA
"66","45169","2023",8,"Mexico","Anegada de Adentro","Doce_metros","Back","19.22064",-96.05063,"Montserrat Pouchoulen","D1","Roving Quadrant","Q","Mh250","2023.8_Doce_metros_Mh250","Cave","Cave","Cave",NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"67","45169","2023",8,"Mexico","Anegada de Adentro","Doce_metros","Back","19.22064",-96.05063,"Montserrat Pouchoulen","D1","Roving Quadrant","Q","Mh251","2023.8_Doce_metros_Mh251","Cave","Cave","Cave",NA,NA,NA,NA,NA,NA,NA,NA,4,NA
"68","45169","2023",8,"Mexico","Anegada de Adentro","Doce_metros","Back","19.22064",-96.05063,"Montserrat Pouchoulen","D1","Roving Quadrant","Q","Mh252","2023.8_Doce_metros_Mh252","Cave","Cave","Cave",NA,NA,NA,NA,NA,NA,NA,NA,7,NA
"69","45169","2023",8,"Mexico","Anegada de Adentro","Doce_metros","Back","19.22064",-96.05063,"Montserrat Pouchoulen","D1","Roving Quadrant","Q","Mh253","2023.8_Doce_metros_Mh253","Cave","Cave","Cave",NA,NA,NA,NA,NA,NA,NA,NA,5,NA
"70","45169","2023",8,"Mexico","Anegada de Adentro","Doce_metros","Back","19.22064",-96.05063,"Montserrat Pouchoulen","D1","Roving Quadrant","Q","Mh254","2023.8_Doce_metros_Mh254","Cave","Cave","Cave",NA,NA,NA,NA,NA,NA,NA,NA,8,NA
"71","45169","2023",8,"Mexico","Anegada de Adentro","Doce_metros","Back","19.22064",-96.05063,"Montserrat Pouchoulen","D1","Roving Quadrant","Q","Mh255","2023.8_Doce_metros_Mh255","Cave","Cave","Cave",NA,NA,NA,NA,NA,NA,NA,NA,16,NA
"72","45169","2023",8,"Mexico","Anegada de Adentro","Doce_metros","Back","19.22064",-96.05063,"Montserrat Pouchoulen","D1","Roving Quadrant","Q","Mh256","2023.8_Doce_metros_Mh256","Cave","Cave","Cave",NA,NA,NA,NA,NA,NA,NA,NA,8,NA
"73","45169","2023",8,"Mexico","Anegada de Adentro","Doce_metros","Back","19.22064",-96.05063,"Montserrat Pouchoulen","D1","Roving Quadrant","Q","Mh257","2023.8_Doce_metros_Mh257","Cave","Cave","Cave",NA,NA,NA,NA,NA,NA,NA,NA,5,NA
"74","45169","2023",8,"Mexico","Anegada de Adentro","Doce_metros","Back","19.22064",-96.05063,"Montserrat Pouchoulen","D1","Roving Quadrant","Q","Mh258","2023.8_Doce_metros_Mh258","Cave","Cave","Cave",NA,NA,NA,NA,NA,NA,NA,NA,13,NA
"75","45168","2023",8,"Mexico","Blanquilla","BLNQ002","Back","19.223890000000001",-96.09529,"Philip Souza","D1","Roving Quadrant","Q","Mh071","2023.8_BLNQ002_Mh071","Turf","Turf","Turf",NA,NA,NA,NA,NA,NA,NA,NA,6,NA
"76","45168","2023",8,"Mexico","Blanquilla","BLNQ002","Back","19.223890000000001",-96.09529,"Philip Souza","D1","Roving Quadrant","Q","Mh072","2023.8_BLNQ002_Mh072","Death coral","Dead coral","Turf",NA,NA,NA,NA,NA,NA,NA,NA,3,NA
"77","45168","2023",8,"Mexico","Blanquilla","BLNQ002","Back","19.223890000000001",-96.09529,"Philip Souza","D1","Roving Quadrant","Q","Mh073","2023.8_BLNQ002_Mh073","Turf","Turf","Turf",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"78","45168","2023",8,"Mexico","Blanquilla","BLNQ002","Back","19.223890000000001",-96.09529,"Philip Souza","D1","Roving Quadrant","Q","Mh074","2023.8_BLNQ002_Mh074","Death coral","Dead coral","Turf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"79","45168","2023",8,"Mexico","Blanquilla","BLNQ002","Back","19.223890000000001",-96.09529,"Philip Souza","D1","Roving Quadrant","Q","Mh075","2023.8_BLNQ002_Mh075","Death coral","Dead coral","Death coral",NA,NA,NA,NA,NA,NA,NA,NA,5,NA
"80","45168","2023",8,"Mexico","Blanquilla","BLNQ002","Back","19.223890000000001",-96.09529,"Philip Souza","D1","Roving Quadrant","Q","Mh076","2023.8_BLNQ002_Mh076","Death coral","Dead coral","Death coral",NA,NA,NA,NA,NA,NA,NA,NA,2,NA
"81","45168","2023",8,"Mexico","Blanquilla","BLNQ002","Back","19.223890000000001",-96.09529,"Philip Souza","D1","Roving Quadrant","Q","Mh118","2023.8_BLNQ002_Mh118","Turf","Turf","Turf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"82","45168","2023",8,"Mexico","Blanquilla","BLNQ002","Back","19.223890000000001",-96.09529,"Philip Souza","D1","Roving Quadrant","Q","Mh115","2023.8_BLNQ002_Mh115",NA,"Turf","Turf",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"83","45168","2023",8,"Mexico","Blanquilla","BLNQ002","Back","19.223890000000001",-96.09529,"Philip Souza","D1","Roving Quadrant","Q","Mh116","2023.8_BLNQ002_Mh116","Death coral","Dead coral","Death coral",NA,NA,NA,NA,NA,NA,NA,NA,5,NA
"84","45168","2023",8,"Mexico","Blanquilla","BLNQ002","Back","19.223890000000001",-96.09529,"Philip Souza","D1","Roving Quadrant","Q","Mh117","2023.8_BLNQ002_Mh117","Turf","Turf","Turf",NA,NA,NA,NA,NA,NA,NA,NA,4,NA
"85","45168","2023",8,"Mexico","Blanquilla","BLNQ002","Back","19.223890000000001",-96.09529,"Philip Souza","D1","Roving Quadrant","Q","Mh080","2023.8_BLNQ002_Mh080","Death coral","Dead coral","Death coral",NA,NA,NA,NA,NA,NA,NA,NA,6,NA
"86","45168","2023",8,"Mexico","Blanquilla","BLNQ002","Back","19.223890000000001",-96.09529,"Mariana R-Higueras","D1","Roving Quadrant","Q","Mh068","2023.8_BLNQ002_Mh068","Sponge","Sponge","Vase sponge","Callyspongia vaginalis",NA,NA,NA,NA,NA,NA,NA,1,NA
"87","45168","2023",8,"Mexico","Blanquilla","BLNQ002","Back","19.223890000000001",-96.09529,"Mariana R-Higueras","D1","Roving Quadrant","Q","Mh067","2023.8_BLNQ002_Mh067","Sponge","Sponge","Vase sponge","Callyspongia vaginalis",NA,NA,NA,NA,NA,NA,NA,0,NA
"88","45168","2023",8,"Mexico","Blanquilla","BLNQ002","Back","19.223890000000001",-96.09529,"Mariana R-Higueras","D1","Roving Quadrant","Q","Mh066","2023.8_BLNQ002_Mh066","Sponge","Sponge","Vase sponge","Callyspongia vaginalis",NA,NA,NA,NA,NA,NA,NA,0,NA
"89","45168","2023",8,"Mexico","Blanquilla","BLNQ002","Back","19.223890000000001",-96.09529,"Mariana R-Higueras","D1","Roving Quadrant","Q","Mh065","2023.8_BLNQ002_Mh065","Sponge","Sponge","Tubular sponge","Aplysinia sp.",NA,NA,NA,NA,NA,NA,NA,0,NA
"90","45168","2023",8,"Mexico","Blanquilla","BLNQ002","Back","19.223890000000001",-96.09529,"Mariana R-Higueras","D1","Roving Quadrant","Q","Mh190","2023.8_BLNQ002_Mh190","Sponge","Sponge","Vase sponge","Niphates digitalis",NA,NA,NA,NA,NA,NA,NA,0,NA
